"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","45","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [1] ",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","35","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [2] ",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","78","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [2]  ",""
"passed","Wed Mar 12 07:46:38 GMT 2025","Wed Mar 12 07:46:38 GMT 2025","421","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project with 'copyAllAssociatedSettings' false","a user should be able to copy a project with 'copyAllAssociatedSettings' false()",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","42","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [1] ",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","98","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_EOqmH, password=test_pIv0l, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Wed Mar 12 07:46:37 GMT 2025","Wed Mar 12 07:46:38 GMT 2025","220","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with valid data","a user can create a project with valid data()",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","123","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:40 GMT 2025","37","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [3] 1",""
"passed","Wed Mar 12 07:46:38 GMT 2025","Wed Mar 12 07:46:38 GMT 2025","134","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [1] User(id=null, username=test_I7dQq, password=test_ElwDd, roles=Roles(role=[Role(roleId=PROJECT_VIEWER, scope=g)]))",""
"passed","Wed Mar 12 07:46:40 GMT 2025","Wed Mar 12 07:46:40 GMT 2025","98","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same id","a user cannot create a project with the same id()",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","33","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
"passed","Wed Mar 12 07:46:40 GMT 2025","Wed Mar 12 07:46:40 GMT 2025","38","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [4]  test",""
"passed","Wed Mar 12 07:46:40 GMT 2025","Wed Mar 12 07:46:40 GMT 2025","116","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with one symbol length id","a user can create a project with one symbol length id()",""
"passed","Wed Mar 12 07:46:38 GMT 2025","Wed Mar 12 07:46:38 GMT 2025","45","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a non-existent project request returns 404 not found","a non-existent project request returns 404 not found()",""
"passed","Wed Mar 12 07:46:35 GMT 2025","Wed Mar 12 07:46:36 GMT 2025","489","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","user cannot create the second buildType with already existing id","user cannot create the second buildType with already existing id()",""
"passed","Wed Mar 12 07:46:39 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","102","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a project cannot be found by name by an unauthorized user","a project cannot be found by name by an unauthorized user()",""
"passed","Wed Mar 12 07:46:40 GMT 2025","Wed Mar 12 07:46:40 GMT 2025","57","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [6] ололо",""
"passed","Wed Mar 12 07:46:38 GMT 2025","Wed Mar 12 07:46:38 GMT 2025","181","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with 225 symbols length id","a user can create a project with 225 symbols length id()",""
"passed","Wed Mar 12 07:46:38 GMT 2025","Wed Mar 12 07:46:39 GMT 2025","138","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_3RRU1, password=test_V9CCQ, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
