"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 11 10:14:44 GMT 2025","Tue Mar 11 10:14:44 GMT 2025","44","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
"passed","Tue Mar 11 10:14:44 GMT 2025","Tue Mar 11 10:14:44 GMT 2025","41","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [2] ",""
"passed","Tue Mar 11 10:14:44 GMT 2025","Tue Mar 11 10:14:44 GMT 2025","181","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_WzY6o, password=test_9SP8A, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
"passed","Tue Mar 11 10:14:44 GMT 2025","Tue Mar 11 10:14:44 GMT 2025","134","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_pYls4, password=test_7gNoe, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Tue Mar 11 10:14:45 GMT 2025","Tue Mar 11 10:14:45 GMT 2025","36","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [2] null",""
"passed","Tue Mar 11 10:14:45 GMT 2025","Tue Mar 11 10:14:45 GMT 2025","35","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [1] ",""
"passed","Tue Mar 11 10:14:45 GMT 2025","Tue Mar 11 10:14:45 GMT 2025","44","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [1] ",""
"passed","Tue Mar 11 10:14:32 GMT 2025","Tue Mar 11 10:14:33 GMT 2025","865","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Tue Mar 11 10:14:45 GMT 2025","Tue Mar 11 10:14:45 GMT 2025","189","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Tue Mar 11 10:14:46 GMT 2025","Tue Mar 11 10:14:46 GMT 2025","194","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same id","a user cannot create a project with the same id()",""
