"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 11 09:02:25 GMT 2025","Tue Mar 11 09:02:35 GMT 2025","10468","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 1 of 10",""
"passed","Tue Mar 11 09:00:59 GMT 2025","Tue Mar 11 09:01:00 GMT 2025","901","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Tue Mar 11 09:02:04 GMT 2025","Tue Mar 11 09:02:13 GMT 2025","9063","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should be able to create a project","a user should be able to create a project()",""
"passed","Tue Mar 11 09:01:58 GMT 2025","Tue Mar 11 09:02:04 GMT 2025","5875","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a name","a user should not be able to create a build type without a name()",""
"passed","Tue Mar 11 09:03:46 GMT 2025","Tue Mar 11 09:03:53 GMT 2025","6829","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 10 of 10",""
"failed","Tue Mar 11 09:02:35 GMT 2025","Tue Mar 11 09:02:53 GMT 2025","18037","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 2 of 10",""
"passed","Tue Mar 11 09:03:02 GMT 2025","Tue Mar 11 09:03:10 GMT 2025","8032","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 4 of 10",""
"passed","Tue Mar 11 09:02:13 GMT 2025","Tue Mar 11 09:02:19 GMT 2025","6731","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should not be able to create a project without a name","a user should not be able to create a project without a name()",""
"passed","Tue Mar 11 09:03:39 GMT 2025","Tue Mar 11 09:03:46 GMT 2025","6989","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 9 of 10",""
"passed","Tue Mar 11 09:01:04 GMT 2025","Tue Mar 11 09:01:40 GMT 2025","35717","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should be able to create a build type","a user should be able to create a build type()",""
"passed","Tue Mar 11 09:03:18 GMT 2025","Tue Mar 11 09:03:26 GMT 2025","8013","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 6 of 10",""
"passed","Tue Mar 11 09:01:40 GMT 2025","Tue Mar 11 09:01:58 GMT 2025","17765","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a branch","a user should not be able to create a build type without a branch()",""
"passed","Tue Mar 11 09:02:53 GMT 2025","Tue Mar 11 09:03:02 GMT 2025","8889","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 3 of 10",""
"passed","Tue Mar 11 09:03:31 GMT 2025","Tue Mar 11 09:03:39 GMT 2025","7596","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 8 of 10",""
"broken","Tue Mar 11 09:03:26 GMT 2025","Tue Mar 11 09:03:31 GMT 2025","4981","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 7 of 10",""
"passed","Tue Mar 11 09:03:10 GMT 2025","Tue Mar 11 09:03:18 GMT 2025","8467","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build() repetition 5 of 10",""
"passed","Tue Mar 11 09:02:20 GMT 2025","Tue Mar 11 09:02:24 GMT 2025","4966","","com.jetbrains.teamcity.ui.FindProjectByNameTest","","com.jetbrains.teamcity.ui.FindProjectByNameTest","a user should be able to find a project by name","a user should be able to find a project by name()",""
