"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 10 13:22:37 GMT 2025","Mon Mar 10 13:22:37 GMT 2025","38","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [7] _id",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","38","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [1] ",""
"passed","Mon Mar 10 13:22:35 GMT 2025","Mon Mar 10 13:22:35 GMT 2025","125","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_sdmDq, password=test_0GbYC, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","32","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [2]  ",""
"passed","Mon Mar 10 13:22:35 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","130","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_doC4v, password=test_7UtXj, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","47","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a non-existent project","a user should not be able to copy a non-existent project()",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:37 GMT 2025","56","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [3] 1",""
"passed","Mon Mar 10 13:22:37 GMT 2025","Mon Mar 10 13:22:37 GMT 2025","28","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [4]  test",""
"passed","Mon Mar 10 13:22:35 GMT 2025","Mon Mar 10 13:22:35 GMT 2025","156","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with 225 symbols length id","a user can create a project with 225 symbols length id()",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","32","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [1] ",""
"passed","Mon Mar 10 13:22:37 GMT 2025","Mon Mar 10 13:22:37 GMT 2025","33","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [5] !@#$",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","248","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same name","a user cannot create a project with the same name()",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","37","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [1] null",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","160","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Mon Mar 10 13:22:33 GMT 2025","Mon Mar 10 13:22:34 GMT 2025","1605","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","project-admin cannot create a buildType for another project","project-admin cannot create a buildType for another project()",""
"passed","Mon Mar 10 13:22:35 GMT 2025","Mon Mar 10 13:22:35 GMT 2025","26","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a non-existent project request returns 404 not found","a non-existent project request returns 404 not found()",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","127","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a project cannot be found by name by an unauthorized user","a project cannot be found by name by an unauthorized user()",""
"passed","Mon Mar 10 13:22:35 GMT 2025","Mon Mar 10 13:22:35 GMT 2025","172","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [1] User(id=null, username=test_6LSLM, password=test_vqanU, roles=Roles(role=[Role(roleId=PROJECT_VIEWER, scope=g)]))",""
"passed","Mon Mar 10 13:22:36 GMT 2025","Mon Mar 10 13:22:36 GMT 2025","40","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
"passed","Mon Mar 10 13:22:31 GMT 2025","Mon Mar 10 13:22:32 GMT 2025","465","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","user cannot create the second buildType with already existing id","user cannot create the second buildType with already existing id()",""
"passed","Mon Mar 10 13:22:22 GMT 2025","Mon Mar 10 13:22:23 GMT 2025","879","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Mon Mar 10 13:22:37 GMT 2025","Mon Mar 10 13:22:37 GMT 2025","179","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same id","a user cannot create a project with the same id()",""
