"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","27","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
"passed","Tue Mar 11 09:11:24 GMT 2025","Tue Mar 11 09:11:35 GMT 2025","10441","","com.jetbrains.teamcity.api.StartBuildTest","","com.jetbrains.teamcity.api.StartBuildTest","create and launch a buildType with 'hello, world' in console","create and launch a buildType with 'hello, world' in console()",""
"passed","Tue Mar 11 09:11:21 GMT 2025","Tue Mar 11 09:11:21 GMT 2025","288","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project with 'copyAllAssociatedSettings' false","a user should be able to copy a project with 'copyAllAssociatedSettings' false()",""
"passed","Tue Mar 11 09:11:23 GMT 2025","Tue Mar 11 09:11:23 GMT 2025","149","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same id","a user cannot create a project with the same id()",""
"passed","Tue Mar 11 09:11:23 GMT 2025","Tue Mar 11 09:11:23 GMT 2025","156","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a project may be found by name","a project may be found by name()",""
"passed","Tue Mar 11 09:11:21 GMT 2025","Tue Mar 11 09:11:21 GMT 2025","177","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [1] User(id=null, username=test_oDdTO, password=test_baF0y, roles=Roles(role=[Role(roleId=PROJECT_VIEWER, scope=g)]))",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","181","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Tue Mar 11 09:11:20 GMT 2025","Tue Mar 11 09:11:20 GMT 2025","461","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","project-admin cannot create a buildType for another project","project-admin cannot create a buildType for another project()",""
"passed","Tue Mar 11 09:11:21 GMT 2025","Tue Mar 11 09:11:21 GMT 2025","139","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_Pbde4, password=test_kHcyi, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","30","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [1] ",""
"passed","Tue Mar 11 09:11:21 GMT 2025","Tue Mar 11 09:11:21 GMT 2025","55","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a non-existent project request returns 404 not found","a non-existent project request returns 404 not found()",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","33","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [1] null",""
"passed","Tue Mar 11 09:11:21 GMT 2025","Tue Mar 11 09:11:21 GMT 2025","171","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with 225 symbols length id","a user can create a project with 225 symbols length id()",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:23 GMT 2025","42","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [6] ололо",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","47","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [3] 1",""
"passed","Tue Mar 11 09:11:20 GMT 2025","Tue Mar 11 09:11:21 GMT 2025","205","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with valid data","a user can create a project with valid data()",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","38","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [2]  ",""
"passed","Tue Mar 11 09:11:24 GMT 2025","Tue Mar 11 09:11:24 GMT 2025","652","","com.jetbrains.teamcity.api.StartBuildTest","","com.jetbrains.teamcity.api.StartBuildTest","a user creates a successful build, mocked test","a user creates a successful build, mocked test()",""
"passed","Tue Mar 11 09:11:23 GMT 2025","Tue Mar 11 09:11:23 GMT 2025","43","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [7] _id",""
"passed","Tue Mar 11 09:11:23 GMT 2025","Tue Mar 11 09:11:23 GMT 2025","332","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project","a user should be able to copy a project()",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","25","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [2] ",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","26","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project without auth","a user cannot create a project without auth()",""
"passed","Tue Mar 11 09:11:21 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","129","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_4HYrq, password=test_00VDn, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Tue Mar 11 09:11:22 GMT 2025","Tue Mar 11 09:11:22 GMT 2025","50","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [2] null",""
