"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","38","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [1] ",""
"passed","Tue Mar 11 10:35:28 GMT 2025","Tue Mar 11 10:35:28 GMT 2025","162","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a project may be found by name","a project may be found by name()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","127","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with one symbol length id","a user can create a project with one symbol length id()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:28 GMT 2025","267","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project","a user should be able to copy a project()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","29","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [5] !@#$",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","29","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project without auth","a user cannot create a project without auth()",""
"passed","Tue Mar 11 10:35:29 GMT 2025","Tue Mar 11 10:35:35 GMT 2025","5768","","com.jetbrains.teamcity.api.StartBuildTest","","com.jetbrains.teamcity.api.StartBuildTest","create and launch a buildType with 'hello, world' in console","create and launch a buildType with 'hello, world' in console()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","48","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [3] 1",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","142","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","114","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_GquFK, password=test_Hghc7, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Tue Mar 11 10:35:14 GMT 2025","Tue Mar 11 10:35:15 GMT 2025","1204","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","34","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [2]  ",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","23","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [2] ",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","116","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with 225 symbols length id","a user can create a project with 225 symbols length id()",""
"passed","Tue Mar 11 10:35:25 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","275","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project with 'copyAllAssociatedSettings' false","a user should be able to copy a project with 'copyAllAssociatedSettings' false()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","44","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [2] null",""
"passed","Tue Mar 11 10:35:24 GMT 2025","Tue Mar 11 10:35:24 GMT 2025","950","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","project-admin creates a buildType","project-admin creates a buildType()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","28","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [4]  test",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","114","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same name","a user cannot create a project with the same name()",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","161","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [1] User(id=null, username=test_zLq8g, password=test_PgrkD, roles=Roles(role=[Role(roleId=PROJECT_VIEWER, scope=g)]))",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","43","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a non-existent project","a user should not be able to copy a non-existent project()",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","28","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [7] _id",""
"passed","Tue Mar 11 10:35:27 GMT 2025","Tue Mar 11 10:35:27 GMT 2025","48","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [1] ",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","139","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_wS5YN, password=test_7eAmo, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
"passed","Tue Mar 11 10:35:25 GMT 2025","Tue Mar 11 10:35:25 GMT 2025","41","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a non-existent project request returns 404 not found","a non-existent project request returns 404 not found()",""
"passed","Tue Mar 11 10:35:26 GMT 2025","Tue Mar 11 10:35:26 GMT 2025","24","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
