"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 07 14:23:52 GMT 2025","Fri Mar 07 14:23:53 GMT 2025","808","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","project-admin creates a buildType","project-admin creates a buildType()",""
"passed","Fri Mar 07 14:23:57 GMT 2025","Fri Mar 07 14:23:57 GMT 2025","341","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with one symbol length id","a user can create a project with one symbol length id()",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:57 GMT 2025","54","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [2] null",""
"passed","Fri Mar 07 14:23:55 GMT 2025","Fri Mar 07 14:23:55 GMT 2025","237","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [1] User(id=null, username=test_kTZHQ, password=test_hMgwD, roles=Roles(role=[Role(roleId=PROJECT_VIEWER, scope=g)]))",""
"passed","Fri Mar 07 14:24:00 GMT 2025","Fri Mar 07 14:24:05 GMT 2025","5729","","com.jetbrains.teamcity.api.StartBuildTest","","com.jetbrains.teamcity.api.StartBuildTest","create and launch a buildType with 'hello, world' in console","create and launch a buildType with 'hello, world' in console()",""
"passed","Fri Mar 07 14:23:55 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","158","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_KHLtW, password=test_0o8ex, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
"passed","Fri Mar 07 14:23:58 GMT 2025","Fri Mar 07 14:23:58 GMT 2025","114","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a project may be found by name","a project may be found by name()",""
"passed","Fri Mar 07 14:23:54 GMT 2025","Fri Mar 07 14:23:54 GMT 2025","37","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a non-existent project request returns 404 not found","a non-existent project request returns 404 not found()",""
"passed","Fri Mar 07 14:23:49 GMT 2025","Fri Mar 07 14:23:52 GMT 2025","2699","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","user creates a buildType","user creates a buildType()",""
"passed","Fri Mar 07 14:23:57 GMT 2025","Fri Mar 07 14:23:57 GMT 2025","31","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [1] ",""
"passed","Fri Mar 07 14:23:53 GMT 2025","Fri Mar 07 14:23:54 GMT 2025","535","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","project-admin cannot create a buildType for another project","project-admin cannot create a buildType for another project()",""
"passed","Fri Mar 07 14:23:54 GMT 2025","Fri Mar 07 14:23:55 GMT 2025","486","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project with 'copyAllAssociatedSettings' false","a user should be able to copy a project with 'copyAllAssociatedSettings' false()",""
"passed","Fri Mar 07 14:23:40 GMT 2025","Fri Mar 07 14:23:42 GMT 2025","1369","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","43","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [1] null",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","24","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","183","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Fri Mar 07 14:23:52 GMT 2025","Fri Mar 07 14:23:52 GMT 2025","506","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","user cannot create the second buildType with already existing id","user cannot create the second buildType with already existing id()",""
"passed","Fri Mar 07 14:23:57 GMT 2025","Fri Mar 07 14:23:57 GMT 2025","21","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [2]  ",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","220","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a project cannot be found by name by an unauthorized user","a project cannot be found by name by an unauthorized user()",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","23","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [1] ",""
"passed","Fri Mar 07 14:23:54 GMT 2025","Fri Mar 07 14:23:54 GMT 2025","370","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with valid data","a user can create a project with valid data()",""
"passed","Fri Mar 07 14:23:58 GMT 2025","Fri Mar 07 14:23:58 GMT 2025","113","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same id","a user cannot create a project with the same id()",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","157","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same name","a user cannot create a project with the same name()",""
"passed","Fri Mar 07 14:23:57 GMT 2025","Fri Mar 07 14:23:57 GMT 2025","46","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [7] _id",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","31","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a non-existent project","a user should not be able to copy a non-existent project()",""
"passed","Fri Mar 07 14:23:56 GMT 2025","Fri Mar 07 14:23:56 GMT 2025","137","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_TFRgm, password=test_KaKSx, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
