"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 06 12:25:52 GMT 2025","Thu Mar 06 12:25:52 GMT 2025","139","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_AZIcD, password=test_Jx8vb, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
"passed","Thu Mar 06 12:25:52 GMT 2025","Thu Mar 06 12:25:52 GMT 2025","133","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_RFsdy, password=test_SYwtm, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Thu Mar 06 12:25:51 GMT 2025","Thu Mar 06 12:25:51 GMT 2025","39","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a non-existent project request returns 404 not found","a non-existent project request returns 404 not found()",""
"passed","Thu Mar 06 12:25:51 GMT 2025","Thu Mar 06 12:25:51 GMT 2025","123","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with valid data","a user can create a project with valid data()",""
"passed","Thu Mar 06 12:25:53 GMT 2025","Thu Mar 06 12:25:53 GMT 2025","27","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [3] 1",""
"passed","Thu Mar 06 12:25:52 GMT 2025","Thu Mar 06 12:25:52 GMT 2025","29","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with 226 symbols length id","a user cannot create a project with 226 symbols length id()",""
"passed","Thu Mar 06 12:25:47 GMT 2025","Thu Mar 06 12:25:49 GMT 2025","1670","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","user creates a buildType","user creates a buildType()",""
"passed","Thu Mar 06 12:25:51 GMT 2025","Thu Mar 06 12:25:51 GMT 2025","130","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with 225 symbols length id","a user can create a project with 225 symbols length id()",""
"passed","Thu Mar 06 12:25:52 GMT 2025","Thu Mar 06 12:25:52 GMT 2025","24","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [1] ",""
"passed","Thu Mar 06 12:25:49 GMT 2025","Thu Mar 06 12:25:50 GMT 2025","633","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","project-admin creates a buildType","project-admin creates a buildType()",""
"passed","Thu Mar 06 12:25:41 GMT 2025","Thu Mar 06 12:25:42 GMT 2025","798","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Thu Mar 06 12:25:52 GMT 2025","Thu Mar 06 12:25:53 GMT 2025","23","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should not be able to copy a project with passing empty or null sourceProject locator","a user should not be able to copy a project with passing empty or null sourceProject locator(String) [2] null",""
"passed","Thu Mar 06 12:25:53 GMT 2025","Thu Mar 06 12:25:53 GMT 2025","29","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with a whitespace name","a user cannot create a project with a whitespace name()",""
"passed","Thu Mar 06 12:25:53 GMT 2025","Thu Mar 06 12:25:53 GMT 2025","118","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same id","a user cannot create a project with the same id()",""
"passed","Thu Mar 06 12:25:52 GMT 2025","Thu Mar 06 12:25:52 GMT 2025","109","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with the same name","a user cannot create a project with the same name()",""
