"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 03 12:32:49 GMT 2025","Mon Mar 03 12:32:50 GMT 2025","691","","com.jetbrains.teamcity.api.BuildTypeTest","","com.jetbrains.teamcity.api.BuildTypeTest","user cannot create the second buildType with already existing id","user cannot create the second buildType with already existing id()",""
"passed","Mon Mar 03 12:32:55 GMT 2025","Mon Mar 03 12:32:55 GMT 2025","389","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project","a user should be able to copy a project()",""
"failed","Mon Mar 03 12:32:54 GMT 2025","Mon Mar 03 12:32:54 GMT 2025","49","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an invalid id","a user cannot create a project with an invalid id(String) [2]  ",""
"passed","Mon Mar 03 12:32:53 GMT 2025","Mon Mar 03 12:32:53 GMT 2025","41","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project with an empty or null name","a user cannot create a project with an empty or null name(String) [1] null",""
"passed","Mon Mar 03 12:32:54 GMT 2025","Mon Mar 03 12:32:54 GMT 2025","159","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with cyrillic name","a user can create a project with cyrillic name()",""
"passed","Mon Mar 03 12:32:52 GMT 2025","Mon Mar 03 12:32:52 GMT 2025","502","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user should be able to copy a project with 'copyAllAssociatedSettings' false","a user should be able to copy a project with 'copyAllAssociatedSettings' false()",""
"failed","Mon Mar 03 12:32:53 GMT 2025","Mon Mar 03 12:32:53 GMT 2025","54","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user cannot create a project without auth","a user cannot create a project without auth()",""
"passed","Mon Mar 03 12:32:53 GMT 2025","Mon Mar 03 12:32:53 GMT 2025","162","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [3] User(id=null, username=test_i6nEy, password=test_IWkPY, roles=Roles(role=[Role(roleId=AGENT_MANAGER, scope=g)]))",""
"passed","Mon Mar 03 12:32:52 GMT 2025","Mon Mar 03 12:32:53 GMT 2025","208","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user can create a project with 225 symbols length id","a user can create a project with 225 symbols length id()",""
"passed","Mon Mar 03 12:32:53 GMT 2025","Mon Mar 03 12:32:53 GMT 2025","193","","com.jetbrains.teamcity.api.ProjectTest","","com.jetbrains.teamcity.api.ProjectTest","a user without admin rights cannot create a project","a user without admin rights cannot create a project(User) [2] User(id=null, username=test_Wa43l, password=test_C9nKf, roles=Roles(role=[Role(roleId=PROJECT_DEVELOPER, scope=g)]))",""
